用户ID,用户名,每日投注累积,日期
1327865,angela0528,2.8,20150926
1381406,angus1112,4.8,20150926
1269206,anhaovip1,2.8,20150926
1263117,ankejun,59.2,20150926
1036382,apap8888,32,20150926
1238688,ar138138,9.4,20150926
1212276,as007地主,9383.4,20150926
437764,as71850,4,20150926
920586,asd133201,34,20150926
357207,asd9898,1514,20150926
1381917,atm654844757,12,20150926
1380488,ayztlx,2115,20150926
1250996,ayzxzxzxzx,0.8,20150926
1392071,a官伟,0.4,20150926
1272515,b122032297,64.2,20150926
1327732,b35970607,14,20150926
1370420,b5518,4,20150926
1257266,babadan512,15680,20150926
814754,baby678,301,20150926
1249764,baicai944,3.2,20150926
1266872,baojun123,102,20150926
955283,baosheng988,140.4,20150926
1295559,bbff119,28,20150926
1312421,bdt123,28,20150926
875802,benlu111,1020,20150926
867904,benlu88,15510,20150926
1289792,bing1314521,60,20150926
1380870,bjh18758029651,2.2,20150926
1382208,blackwhite,1.2,20150926
1170358,boboaiav619,44,20150926
887063,bobxuan521,589.4,20150926
216391,book10,2128.8,20150926
222719,book32,1133.8,20150926
1380638,boss小天,0.2,20150926
1318069,byds0421,8582.4,20150926
1397514,c18651331154,0.6,20150926
1389391,c8008,14,20150926
1256979,caiba126,42.2,20150926
1394634,caican88,6.8,20150926
1367165,caihong1688,1,20150926
1343467,caili5,27.8,20150926
1395193,caixiaoxiong,680.4,20150926
1397393,caiyuan,200,20150926
1163364,candy2018,1722,20150926
1158206,carteryjpgfss,86,20150926
1392402,catyouhuo0,2,20150926
1380075,ccb13834396936,40,20150926
1001210,cccdd88,1.2,20150926
1268069,cct88,14,20150926
1393551,cc张张是有光123,0.2,20150926
1375216,cgs152890,3.8,20150926
1337985,cgy8888,4,20150926
1375912,chen5968462,2,20150926
1289357,chen641096645,1953,20150926
1397459,chenbo123,474,20150926
1378380,cheng9516,18.6,20150926
1378498,chengtuozaixin,2340,20150926
1380401,chexiangyun188,1,20150926
408513,chiqing959,0.6,20150926
966772,chuancaizhong,1047.2,20150926
1368773,chunchun5336,908,20150926
1270989,chyz777,473.6,20150926
1225834,cici117,10,20150926
1261438,cj18956093775,96.6,20150926
827233,cjm666666,864,20150926
1338692,ckbuguniao,230,20150926
1189773,ckik520,0.8,20150926
873747,cntv11,80,20150926
219561,come04,100,20150926
1088832,control86,1716,20150926
794525,cososoco,60,20150926
445860,cp3888,22,20150926
1039279,cq2014888,20,20150926
1230664,cqfj820323,24,20150926
1235677,cs3d发发,50,20150926
734432,cubs169,3000,20150926
1365811,cuikun,3.4,20150926
875075,cxks517,0.2,20150926
1382103,cxlwin,19.4,20150926
1101670,cyl8898,204,20150926
1029896,czls888,3450,20150926
737987,czm16888,3360,20150926
1048219,d3dyucedayingjia,81.8,20150926
1249013,dadaowangwu,246,20150926
1116174,dage1288,27,20150926
1233828,dahai888,39.8,20150926
1239228,dai13630450176,7888,20150926
1326986,dajunwoaini,204,20150926
1384778,dalongwudi,0.6,20150926
1219383,damoxiaoyan,13.2,20150926
1023473,dananren11,4,20150926
1106432,danding007007,48,20150926
821262,daosange2013,686,20150926
1385789,dapo000,0.8,20150926
956260,dct8888,0.8,20150926
998739,dddttt188,12.4,20150926
754044,delong8,0.4,20150926
1369520,dengquan,1,20150926
889045,dengsc03,1656.2,20150926
670869,dexuanhe,24.8,20150926
1246340,dg15369853535,72,20150926
957165,dhj868dhj,40,20150926
907530,diguazhd0,7,20150926
1172044,dingdang4886,1014,20150926
1255986,ditayang,6502,20150926
882555,djf441224,5.6,20150926
1169377,djx1688,18.6,20150926
1091652,djx20140816,4,20150926
1382183,dlf13930712228,0.4,20150926
1221732,dosa,8844.4,20150926
1295600,ds838,1194.8,20150926
1376290,dscqq65754829,168,20150926
1395875,dusheng00,6,20150926
1259420,dvd010,71189.2,20150926
1325912,dxr2729134537,44,20150926
1014954,dyd040608,16,20150926
919780,dyllm666,705.6,20150926
1373139,dzl1221,84,20150926
1000114,ea554381,16,20150926
782391,eagle123,150,20150926
1201743,emcc888,235.2,20150926
996988,erf547354275,3,20150926
1245064,ersha1314,2,20150926
791472,f2859122275,33043.8,20150926
1316318,f80755281,1600,20150926
629232,fa1148,2.4,20150926
1299088,fa1472580,40,20150926
1367156,fa78654,104.8,20150926
1216666,facai6888,84,20150926
1219414,fafa00120,2,20150926
1210151,fafa101018,14464,20150926
1233381,fafa168168,657.2,20150926
1219425,fafa88188,74,20150926
1353517,fan349,1400,20150926
624672,fangfang543,2,20150926
1393056,fanzhonghua,1285.2,20150926
1108689,fcww2004,2,20150926
1294994,fdc858,5666.4,20150926
1240783,feifei1314521,22.4,20150926
1284396,feifei1989,1,20150926
1088174,fengliu20070214,16,20150926
1275859,fengvsfan555,36.4,20150926
1391026,fengzi28368,0.6,20150926
718238,ff0031,1.8,20150926
1384802,ff15885777782,2580,20150926
1267174,ff56665,5610,20150926
1367826,ffang9151,6,20150926
856710,fff570,1380,20150926
1333577,fff9988,192,20150926
1322475,fg雪儿,8,20150926
960577,fh1670293907,42,20150926
1016647,fh2285,53,20150926
1183500,fhhqm,71,20150926
983494,fhl2468,1343.4,20150926
346149,fhvip07,1962.4,20150926
963460,firefly18,83,20150926
1176898,fjytjpqx,42,20150926
1016240,flt8889,116,20150926
1248777,flyerhan,269.4,20150926
1273595,fox760317,134,20150926
792968,fulushou,6,20150926
885167,fuyang008,802,20150926
1391937,fxbb003,2,20150926
1235261,fyb56700,990,20150926
1376621,fyjbaobei,108,20150926
1381373,g18500211986,34,20150926
1312946,g406422735,1920,20150926
748821,game1110,8,20150926
1368292,gao1066220692,10,20150926
1365138,gaoru2015,1.2,20150926
1031035,gbl691407543,0.4,20150926
1385017,geiqian886,12,20150926
1222309,gen5260443,8.8,20150926
1238250,gfdsa8898,31,20150926
1374954,gg031122,100,20150926
1103371,gh13934653257,186,20150926
1088694,gjx520,10,20150926
1064683,gllz123456,1,20150926
1251149,go1ng,16,20150926
1224098,goallhzl,56,20150926
1374953,gp0205,4,20150926
1190920,greatking,6862.8,20150926
1386170,gsi1234567,6.2,20150926
968099,guanggao1800,18,20150926
1191150,guangge321,99,20150926
1364197,guilin520,221,20150926
1115066,guo1122,1,20150926
1170153,guo8704,257.6,20150926
1035012,guoguofacai123,20,20150926
1387035,gx83914,20,20150926
1088896,gxw2015,8,20150926
1379762,gy5777,16,20150926
1388123,h1070930483,0.6,20150926
965415,h2345g,4,20150926
1106185,h643886141,18.2,20150926
549712,h845637552,40,20150926
1396760,hai2020qq,0.8,20150926
1152651,haier4030,0.4,20150926
913726,haifeng006,20,20150926
309528,hak998,8,20150926
1262640,han900619,771.8,20150926
790292,handun11168,198,20150926
1197107,haohao123123,13522.8,20150926
1396623,haole360,24,20150926
1191834,haorong18,647.4,20150926
1271805,haoyun121,4,20150926
1073429,happysea,120,20150926
1326991,hb23788,600,20150926
1305594,hc123,1.4,20150926
1294674,hdhuang5203901,388.8,20150926
1286370,he4441,0.8,20150926
931005,helloyao8,9.8,20150926
1332582,heqinhe123,17992,20150926
1380410,heweidong,9900,20150926
1343469,hf886,2,20150926
1366890,hg6137,100,20150926
1306758,hh608,1280,20150926
1316053,hk158,36,20150926
788298,hngxf007,60,20150926
1299780,hong0003,68,20150926
860961,hongdigua,22900,20150926
1289976,hongjueming,10,20150926
1341611,hongqixdd666,550,20150926
1336833,hongyan1188,1490,20150926
1396511,houguo,196,20150926
1285855,houwl516888,2,20150926
1383502,hsh0444,100,20150926
1343299,hua615,610,20150926
1225103,huacao456,0.6,20150926
1377504,huan15981356518,48,20150926
1391146,huang7758,0.4,20150926
1389689,hubeiandroid,2,20150926
1012174,huihui11,50,20150926
1367741,hulkrom,4,20150926
1366615,huo8888,9.6,20150926
1077112,huozhoucike,3260,20150926
1283052,huxiaolong,0.8,20150926
1265622,huyuhai888888,24,20150926
776342,hxw915,4,20150926
1338208,hyw15299918120,49.4,20150926
1288971,hzlzsy2015,20,20150926
1377857,hzwjcbn,1.2,20150926
1282631,id123123123,8,20150926
1112839,id7128,159.8,20150926
1365514,id890608,137.6,20150926
1369384,ilylcy,34,20150926
1361391,ilyxf10000,82,20150926
405130,james1986112,12,20150926
984785,jaymi5088,5,20150926
896847,jcsk189,158,20150926
1270185,jeef7896,1550,20150926
807227,jenhoo8,78.8,20150926
1375047,jhb8811870,2,20150926
1392597,jhwsx656,0.8,20150926
1221179,jia808,3.4,20150926
1381496,jiajp840819,1,20150926
1372507,jiaozigege,3539,20150926
1298944,jiayun198725,142,20150926
1379940,jinbao,1717,20150926
1311555,jiorong668,12,20150926
1294885,jiushiyaoxibai,816.2,20150926
721782,jixv7773,200,20150926
1306868,jlsccs,32,20150926
1303211,jodiry,66.4,20150926
369482,jrf999,2,20150926
1314092,jshm528801,1.4,20150926
553834,jsj888,24,20150926
1082357,junlin168,2,20150926
1368278,jw19961029,962.2,20150926
1279729,jw785138819,29.4,20150926
1329257,jxry880,11.8,20150926
1308409,jxy2733273073,120,20150926
1162773,jxyshouji666666,10,20150926
1288368,k512858031,21.6,20150926
971554,k57k2188,2,20150926
1338707,kaidi123,20,20150926
1244874,kakeru65,24.2,20150926
1013479,kane888,3760,20150926
1212465,kang2588,4,20150926
1395832,kapg,5248.8,20150926
1123310,kd8cheng,260,20150926
340481,kevin0,60,20150926
1063250,kevin55200,2,20150926
1307724,kf95888,92.4,20150926
1381244,kim19821016,100,20150926
1391647,king723,2,20150926
1341642,kissbaobao999,2822.4,20150926
1243801,kk741756259kk,0.8,20150926
1336029,kkk12345,12,20150926
1393244,klf168,57,20150926
1046055,klove369,0.8,20150926
1397319,kuoying,0.2,20150926
1271658,l147192223,8,20150926
1289264,l149318,4.4,20150926
1339941,l2866849,19909.2,20150926
1192185,l741497008,0.6,20150926
1255016,l850391083,1,20150926
940460,langzi618,40,20150926
1338054,lan贝儿,8,20150926
1114629,laohebc,66.4,20150926
1261443,laoshulaoshu2015,35,20150926
1325031,law980078833,208,20150926
1279641,lb119,14185,20150926
1303434,lb326140884,530.2,20150926
1393655,lbfwan123456,2,20150926
1011674,lbw2014,62,20150926
1373591,lcl1688,14.2,20150926
1380792,lcr007,3.6,20150926
1386193,leekl900102,22,20150926
1191445,lei2538439995,1755,20150926
991755,lengleng,702.4,20150926
1061720,lesdeinseiman,0.6,20150926
387177,letou011,500,20150926
1203131,lfd2010,3577.8,20150926
1246395,lfzxtuvuvi,4,20150926
1199904,lgr597451768,36.4,20150926
1190309,lgz952325481,3,20150926
1164943,lhm654321,2,20150926
1341280,li123shuai,2119,20150926
1369925,li15935377452,18.8,20150926
1156865,li168168168,0.6,20150926
754315,li59777,14,20150926
1324107,lichenlin,16,20150926
1188444,lige110,1.4,20150926
1384303,liguibao,348,20150926
1297376,lihua0906,1931,20150926
1339206,lijian253100755,4,20150926
1221527,likejia,4177,20150926
704734,likely520,78.2,20150926
1395662,limaicheng,18,20150926
1296614,limingchao,15.4,20150926
1387767,linbo19930205,66.8,20150926
1033965,lingpao123,16,20150926
1150209,linwei1,180,20150926
945279,linyufeng,86.8,20150926
1364839,linzexu888,104,20150926
1159771,liqi999222,3.6,20150926
1374062,liu158224390,285,20150926
1338710,liu8325240,1032,20150926
1100931,liubao11,0.6,20150926
1256213,liulin0037,12,20150926
1296620,liuwudao,83,20150926
1391466,liuyong520521,2.4,20150926
1284042,livelysrd110,4,20150926
1269793,lixiaopeng,4912,20150926
1369708,liyahui,72,20150926
1205188,liyatss,62728,20150926
1394351,lizhichonglai,886,20150926
1275935,lj18582418866,101.4,20150926
1377154,ll403843091,10,20150926
1270409,llj7414,19.4,20150926
1038418,lll20140128,12,20150926
1392459,lm147147,24.6,20150926
1157655,ln664858633,10,20150926
1300825,locus689,6,20150926
1186373,long66730,108,20150926
1379873,longxxy520,583.2,20150926
1247956,lotteryinfo,40,20150926
1286672,loveyouhlj,0.6,20150926
1381575,ls19841111,81939.8,20150926
1389049,lt0852,0.6,20150926
1281377,luowen1987,2.6,20150926
1293870,luqi777,146,20150926
1291377,lushaofeng,0.8,20150926
1272049,lushengabc,1.2,20150926
1381132,lwj13928653827,0.8,20150926
1278708,lxjzqr,925,20150926
1087284,lxk777,2124,20150926
1378647,lxlyl01,0.8,20150926
1209771,ly1241850866,0.2,20150926
1307050,ly1351360111ly,38,20150926
1378401,ly380360570,12,20150926
1373366,lydyz36264,865,20150926
1301072,lyp529929,112,20150926
1104859,lzlhym12,8,20150926
1122996,lzx816629,22,20150926
1079744,m13785377119,6,20150926
1383264,m70720,0.6,20150926
1300849,ma6675,268.2,20150926
1288192,maosimon,960,20150926
1331623,marry16888,1,20150926
1229770,mayangjian001,252,20150926
1336755,maying888,198,20150926
104905,mbfuqi,754.6,20150926
630392,mblsjjj,22,20150926
1287814,md998,320,20150926
1377458,mengbudao1202,12,20150926
1104233,mengfei998,4,20150926
1262338,mensa810,3,20150926
564314,mglt888,60,20150926
1397090,mg拥抱,0.8,20150926
1162609,mhy52688,141.4,20150926
1366453,miaolian001,0.4,20150926
1380412,miguanguan,20,20150926
1328793,mikkss,0.8,20150926
1370278,mikksss,3.2,20150926
1158716,misiwang,387.4,20150926
1394377,miss李,2,20150926
723673,mjz2444,5.2,20150926
1386055,mk灬少,4,20150926
1384297,mliu088,0.6,20150926
1179821,mlpyf,5.8,20150926
871355,mm150350,62,20150926
1373258,mm299885,7.2,20150926
1380968,mm569426763,0.8,20150926
792024,mmbb333,1.4,20150926
749441,mmgg025,16,20150926
1330406,mmmzzrlyzxr,0.4,20150926
1372594,mosh0618,15.6,20150926
981694,mrf060,52.4,20150926
899899,mrj2013,436.4,20150926
1191099,muxiaoquan598,68,20150926
1385853,muyiyang,59.4,20150926
1291675,mydwh,2,20150926
1396123,myf1234,1013.4,20150926
777559,myp19880512,1114,20150926
1396441,myp1994,2,20150926
1259748,naonao2014,0.4,20150926
864121,nature666,30.2,20150926
1281165,nb666888,651.6,20150926
1292964,nb888666,1.4,20150926
890581,ncxlyh123,516,20150926
1396472,nianbaiwan,250.6,20150926
1287167,niaobushengdan,6,20150926
1385535,nidaye111,0.4,20150926
1393513,ning0412,1,20150926
1331171,nqj145145,12,20150926
992431,nsc369,8,20150926
1339447,nushen1226,1,20150926
1278812,ony666,132,20150926
1327973,oy19900123,260,20150926
1229663,p11480,15.2,20150926
1235208,p15210,11902,20150926
1068327,p2455003959,10,20150926
1378144,pan745124,4,20150926
1370373,pandeng8888,0.8,20150926
1386394,panshiyin123,7684,20150926
848535,paradox1,28,20150926
1373761,pb黄8298,116,20150926
1377505,pd18931567929,0.2,20150926
1073767,penglai6688,16,20150926
1200545,ph8888,683.8,20150926
1162926,phf1835427,7.6,20150926
1368652,piao5678,1,20150926
1283197,piaomiaoyun,10,20150926
1397099,ping2016,20,20150926
1237841,pjy7788,100,20150926
1279226,pk2015,6,20150926
1311685,plm0plm,398,20150926
919882,power1986,444,20150926
658622,power816,60,20150926
694033,power832,450,20150926
1008734,pps1989,218,20150926
531983,pr2020,15.4,20150926
547285,pr2021,276,20150926
602634,pr2032,0.4,20150926
1171254,ptw123,3.2,20150926
1319731,pu116,32,20150926
1393428,pulse125,4,20150926
1182663,purplejjx2015,1490,20150926
1372806,pxx992469687,8,20150926
1183499,q0068,4,20150926
1306312,q1134524900,2.2,20150926
1393607,q13124241230,13.6,20150926
1387031,q15045844442,0.8,20150926
1299563,q15909089788,1148,20150926
1230725,q18766351606,1,20150926
779410,q20130104,1538.6,20150926
1299640,q278346815,1,20150926
1395500,q41806279,405,20150926
1387923,q690938776,1.2,20150926
1207141,q793289114,0.2,20150926
1114316,q794681028,4,20150926
1322430,qaz772095170,0.8,20150926
1379490,qb1422094891,54.2,20150926
1311526,qhb1234567,6.6,20150926
1228017,qian87981234,5.8,20150926
1281071,qianbao69,23.6,20150926
1139430,qiao201314,160,20150926
1294745,qiaoyanhui,28,20150926
1105875,qingge18,40,20150926
1281239,qingxin88,947.2,20150926
1174490,qingxiu888,13531,20150926
1336976,qixiaoxiao99,46,20150926
1166058,qjh123,168.6,20150926
1387000,qq1014588517,10.8,20150926
1294859,qq1033437540,64,20150926
1164702,qq1228959991,13.6,20150926
1386355,qq13583328629,10.6,20150926
1024903,qq1397711605,288,20150926
1384651,qq1398,90,20150926
1286802,qq2548759525,150.4,20150926
1378897,qq352919561,9.8,20150926
1307051,qq353985707,4.6,20150926
1383260,qq369258147,0.6,20150926
1381113,qq377412119,1,20150926
1391194,qq402859992,1.2,20150926
1164668,qq495343936,44,20150926
1301521,qq506495751,0.4,20150926
1080483,qq532219816,76.2,20150926
1386202,qq535835304,1195.8,20150926
1376008,qq58521love,246,20150926
1287004,qq634099598,0.8,20150926
1328882,qq654889730,1.2,20150926
1325953,qq693577384,130,20150926
1328876,qq814380939,0.2,20150926
1336643,qq841356374,14,20150926
1395613,qq84665636,6,20150926
1178183,qq917074215,410,20150926
1366626,qq957219444,10,20150926
1366055,qq975870561,1.4,20150926
1384625,qqpp12,3.4,20150926
1374251,qqq1611427035,2,20150926
1349175,qqq421734062,5.8,20150926
1374664,qqq56435869,0.2,20150926
1337218,qqq814380939,286.6,20150926
1152697,qqwe8904,0.2,20150926
1397733,qqzks821140,0.4,20150926
1381286,qq被盗,680.2,20150926
1237161,qswzdj,1589,20150926
1375150,quanxinfei,60,20150926
1233631,queyuwutong,25.6,20150926
1122584,qwe570895449,1400,20150926
1391943,qwe661,7.6,20150926
777450,qweasdzxc808,344,20150926
1384099,r13559,38,20150926
1294191,ranxiao1990,24,20150926
1247836,reformwzp,1.2,20150926
891093,ren888666,439,20150926
1220078,rongrongjin,6570,20150926
1379821,rongyan9168,855,20150926
1304475,rsrm38161,200,20150926
1374500,ruirui20100806,305.6,20150926
1367224,ryp7777,3222,20150926
1214719,rzc002011,620,20150926
1388891,rzc0525,61.8,20150926
1250832,s13589316,58,20150926
1336351,s15655555908,0.6,20150926
1260847,s297294496,401.6,20150926
1365149,san0711,370,20150926
1237092,sang365,50,20150926
1397464,sanying2015,0.8,20150926
1200607,sb2015,23.8,20150926
1263571,sc0809,44.6,20150926
1376113,sdqs,54.4,20150926
1173942,sgf321,1.2,20150926
908475,shan165888,3682.4,20150926
1138300,shangzhiwei888,54.4,20150926
1177132,shangzl,34,20150926
1157519,shanquancn,40,20150926
595677,shenli07,2,20150926
1237050,shijietaichao,916,20150926
1395659,shiyong7,2,20150926
1090831,shouzaizai888,12.8,20150926
368082,shuijing518,3848.6,20150926
1273995,shuxiaohui,0.8,20150926
1264472,shuyang155,6.4,20150926
1379720,siwei,14130,20150926
1340786,sjm1478810,7330,20150926
1342276,sjzwsq2015,0.4,20150926
960303,sk370959661,80,20150926
1089665,sm5678,4032,20150926
1096008,soloxbin,4948,20150926
1370808,souffle,2,20150926
1311947,southpark,288,20150926
1298976,sssssss11,58.4,20150926
1377346,7807/6/1,1,20150926
432615,ssuuzz,1,20150926
1308464,starwei1976,10878,20150926
767404,sun6583055,158,20150926
1297216,sun776495852,200,20150926
1343524,sunfencer,630,20150926
1373582,sunlong923,14,20150926
1377034,sunshuping2,2,20150926
1324103,sunyadi888,2310,20150926
1380154,sunyadi8888,2350,20150926
1313798,surface,146,20150926
1005469,suxigan,120.6,20150926
1183808,swh1234,261.8,20150926
1368898,sz7924945,183.6,20150926
879509,szaj888,150,20150926
1381468,szf885522,1330.2,20150926
1397573,t577156773,0.8,20150926
892386,tangshan858,26,20150926
1374385,tantan1027,25,20150926
1374567,tao910888,480,20150926
351459,tea888,756,20150926
1247507,tentythree,112,20150926
1240479,tianbao527,6728,20150926
432821,tianlong033,16,20150926
1312914,tianshuo6668,90,20150926
825417,tianxia3012,291.8,20150926
1305870,tianyi9898,0.8,20150926
1087123,tianyou211,2,20150926
1269532,tianyou311,76,20150926
1171837,tielaohu888,90.6,20150926
773740,tigerfax,12,20150926
1381319,tihui888,285.6,20150926
1395877,time88,9011.8,20150926
1225096,tingting825000,101,20150926
906268,tingyu44,1440,20150926
1156787,tjk18230350207,125,20150926
1330998,tmac135,35.4,20150926
930413,tnt911,92.2,20150926
1389694,todoistobe,11.8,20150926
1374572,tryrgy,648,20150926
1335928,tt521531,436,20150926
909897,ttyssc,2,20150926
1378827,tutuhaha,4,20150926
653509,tvb005,10,20150926
1386401,twf456,11,20150926
1223943,twyken1,1422.8,20150926
1374882,ty1027,16,20150926
1075133,tym2014,9546,20150926
1381356,tyu888888,302,20150926
1273817,tyx666888,65.2,20150926
1386124,tz13572301769,0.6,20150926
1222715,under,972,20150926
1325864,usamibbs,4810,20150926
1396017,uvn888,2,20150926
776880,vf7756,0.6,20150926
612844,vip00119,4.4,20150926
1375931,vip0810,52,20150926
1339137,vip15777,366,20150926
1253737,vip2226,6,20150926
1335860,vip7722,1190,20150926
1335947,vip9290,517.6,20150926
744413,vv789vv,2916,20150926
1300928,w113720,18,20150926
1395360,w151346,0.2,20150926
1391056,w1526043502,530.8,20150926
1340964,w15690,0.6,20150926
1174463,w19840326,238,20150926
1004457,w30644764,67.8,20150926
902096,w3107256,194.2,20150926
1285808,w33881100,104.2,20150926
1381618,w38103810,1.2,20150926
1304791,w552105986,37,20150926
1341074,w7551,0.2,20150926
1393870,w76721774,549,20150926
1383062,w845695652,68.8,20150926
1289200,w999999,26.2,20150926
1365073,wa3d999888,30,20150926
1339083,wacp777,20,20150926
1219030,waf364972689,1106,20150926
1015909,wanc009,0.2,20150926
1377125,wang0377,402.8,20150926
1371308,wang4811,1016.8,20150926
1283525,wang56658061,0.6,20150926
1320643,wangbing8,0.6,20150926
1316216,wangrufa123,1.4,20150926
960292,wangsai2014,28,20150926
1258937,wangshibo1208,1677,20150926
1275871,wangxiao72,60,20150926
1217169,wanjiange888,10624,20150926
1376697,wbf15926805710,6.4,20150926
1392344,wcm13734617792,6,20150926
1376228,wdq114,0.2,20150926
1138060,wdz999915,20,20150926
1375107,wei343572704,2.2,20150926
1383912,wei358358,19.2,20150926
740325,wei3796,540,20150926
1395189,wei587,0.8,20150926
1318604,wen16888,12,20150926
1219165,wen7771,17.2,20150926
1297076,wenbin199102,3.2,20150926
1184488,wenbo0001,10,20150926
1043394,wencailing,80,20150926
1210559,wg188003,99.2,20150926
1277274,wh666888,2,20150926
1391394,whj168,1,20150926
1383832,whlb0755888,600,20150926
962744,whybzz123,0.8,20150926
511219,win5181,54,20150926
1170481,wjf1976,12,20150926
1387236,wjw3263,2.8,20150926
1222352,wkx2013145,1690,20150926
1259554,wl1622,531,20150926
1379867,wl535671549,0.8,20150926
1298564,wo6789,1668.6,20150926
1166571,woaihuihui1988,86.2,20150926
1110042,wofawofa518,7,20150926
1289229,wokai123456,62.8,20150926
1238994,woshifhh,0.4,20150926
978326,woyaozhong777,164,20150926
1242688,wp666,2.6,20150926
1375086,wq2211,6,20150926
991666,wqjwqj1981,352.2,20150926
1391675,wrm521828,308,20150926
1050046,wssbinbin580,2,20150926
1327424,wszcx222,9,20150926
1246691,wszxs1,46,20150926
1250175,wt6190502xx,3.2,20150926
1378025,wu168,18.8,20150926
1266520,wu20150401,1.8,20150926
1218550,wu5332363,8472.6,20150926
1061606,wu660668,70,20150926
1161236,wujiangze,668,20150926
1389770,wukong888,27.4,20150926
1210901,wulei,1,20150926
1230119,wuleijr1381802,0.2,20150926
1337503,wushangwang8888,500,20150926
1084878,wushun888,20,20150926
1302335,wuwu1990,4,20150926
1283391,wuyiyi,9.6,20150926
1373156,wuzuohong,51,20150926
1265303,ww168,570,20150926
1294242,ww45678,5.4,20150926
885434,wwzz234,20,20150926
1335975,ww甜甜,0.4,20150926
1284300,wx1557333960,0.8,20150926
1343234,wxd19890810,8,20150926
1192856,wxg0018,71.8,20150926
1255429,wxw007,396,20150926
1366306,wxw18625077521,2.2,20150926
1336285,wy0705,200,20150926
1390417,wy20141015,2.2,20150926
1383986,wy9999wy,43.6,20150926
1396799,wyf5180,1.6,20150926
1397783,wyl18323349549,1.4,20150926
977167,wzjw518,16.8,20150926
808884,wzq999wzq,6.6,20150926
1331771,wzqbdr,400,20150926
1314377,x1596816913,740,20150926
1244708,x2432001,3,20150926
1372506,x3059367,1.6,20150926
1275442,x550354278,22,20150926
1368290,xb15293356282,14125.8,20150926
1326321,xeqhq1402626857,22.4,20150926
1390952,xf1092568381,7.8,20150926
1234749,xf643630782,50,20150926
1370897,xfdxuyang888,0.8,20150926
1333225,xhb9231017,2,20150926
930331,xiandai18,9661.6,20150926
1285357,xiaofeibeicao,2700,20150926
1373137,xiaohei006,2,20150926
1118202,xiaohu7770,28,20150926
1230776,xiaomei,455,20150926
1210309,xiaomi123,100,20150926
1301059,xiaoming121,6,20150926
1269732,xiaoni123456,2,20150926
1341373,xiaoshenlong0221,13.2,20150926
934286,xiaoxia555,1400,20150926
1067500,xiaozhang5188,42,20150926
1364720,xiao飞哥,0.6,20150926
1147972,xiayiye,3.2,20150926
1387251,xinqing,4,20150926
1394805,xinya,1.2,20150926
1394509,xiongmao,1.8,20150926
1393567,xix520,21.4,20150926
1374194,xp0116,5.2,20150926
1316143,xrr777,1.2,20150926
1067077,xs13752353297,58,20150926
1377107,xsjsyh888,1,20150926
1378569,xu66668888,10,20150926
1195323,xueshanfeihu,1,20150926
1396918,xuesheng789,14,20150926
1316551,xunminggg,2252,20150926
839770,xuzhou1577,8,20150926
1369565,xw258940,304,20150926
1395326,xw6339352,532,20150926
1215837,xx111,444,20150926
1300555,xxxxxx218623,4,20150926
1215866,xy6789,610,20150926
1295152,xyb350691,10,20150926
1239135,xyzf2017,2152,20150926
1389832,xzr034918,28,20150926
1340858,x海绵宝宝,2.2,20150926
1309368,y1115168800,20,20150926
1113378,y13421358033,8,20150926
1171235,y1358635,4,20150926
1225500,y15937611002,1,20150926
